num,importe_total,numero_factura,cif,dni,cp,potencia_contratada,consumo,initial_date,final_date,nuevo_consumo,nuevo_cif,fecha_cargo,nombre_cliente
573,"231,21",L5469493891,B25816745,11864303Y,"['25170', '24135', '25170']","6,178",658.0,01.03.2015,30.04.2015,658.0,B25816745.,05.05.2015,LIGIA SALVADO LAMAS
574,"92,89",G4172710208,F46025136,19009976Q,"['46026', '46026', '47131', '47131', '47131', '46026', '46026']","3,00",250.0,26.05.1994,25.07.1994,250.0,F46025136,30.07.1994,Vidal Meza Hierro
575,"122,09",Y8817435460,A61797536,41814602G,"['28028', '28028', '19184', '19184', '19184', '28028', '28028']","4,73",444.0,03.12.2011,01.02.2012,444.0,A61797536,06.02.2012,Cesar Ramírez Gayoso
576,"167,57",N8685021245,B12820155,88200305C,"['12124', '08007', '12124']","3,722",588.0,30.04.1996,29.06.1996,588.0,B12820155.,04.07.1996,Encarnación Soza Sol
577,"68,27",D3692323342,[],11933477L,22584,"4,11",243.0,28.06.1999,28.07.1999,243.0,SI99666189,02.08.1999,PROCOPIO PEÑA PALOMINO
578,"88,06",KL4642812675,B95868188,78418643M,"['48950', '48950', '28737', '28737', '28737', '48950', '48950']","4,26",232.0,13.05.1990,12.07.1990,232.0,B95868188,17.07.1990,CAMELIA ROSAS PÁRAMO
579,"85,61",ZE3411725849,B54737408,41266207K,"['27549', '27549', '27549', '03189']","5,153",241.0,27.11.1998,27.12.1998,241.0,B54737408,01.01.1999,Pedro Álvarez Cordero
580,"133,56",Q7199956022,B93267300,94208575T,"['28001', '08719', '28001']","4,515",411.0,18.01.2019,17.02.2019,411.0,B93267300.,22.02.2019,Sergio Solana Robles
581,"167,85",B8612147416,B66162421,52843484H,"['08911', '26325', '08911', '14771', '41080']","5,637",538.0,09.12.1994,07.02.1995,538.0,B66162421,12.02.1995,Piera Suárez Busto
582,"239,37",K2147412205,B24224248,93764309W,"['24380', '33469', '24380']","5,329",720.0,29.06.1990,28.08.1990,720.0,B24224248.,02.09.1990,Kenzo Martí Acuña
583,"227,40",NA9921076501,B25051947,14024853M,"['35423', '35423', '35423', '29070', '29003', '25170']","2,882",902.0,09.01.2015,10.03.2015,902.0,B25051947,15.03.2015,Fiorela Acuña Escamilla
584,"54,12",L5771455127,B25051947,35943843H,"['05490', '05490', '05490', '29047', '29028', '25170']","2,469",181.0,01.11.2007,01.12.2007,181.0,B25051947,06.12.2007,PASCAL VILLAREAL REDONDO
585,"153,24",XB2235840028,B98190051,53494528R,"['46005', '48530', '46005']","5,407",526.0,19.12.2010,17.02.2011,526.0,B98190051.,22.02.2011,NAZARENA LLANO SANDOVAL
586,"54,38",XO8801870482,B57688731,91134847S,"['07013', '48920', '07013']","1,444",221.0,06.10.1996,05.11.1996,221.0,B57688731.,10.11.1996,Sabra Monzón Sabín
587,"101,94",FV3351486876,[],43633342L,"['09000', '09000', '22193', '22193', '22193', '09000', '09000']","2,67",248.0,27.04.1995,26.06.1995,248.0,DK20293195,01.07.1995,Ana Belén Maduro Zavaleta
588,"274,52",TP9791049406,B12899589,93327232V,"['46970', '46970', '46970', '12006']","3,487",876.0,28.11.1995,27.01.1996,876.0,B12899589,01.02.1996,Lino Sotomayor Gamboa
589,"83,57",AA4998811232,[],67402438H,"['70200', '30320', '70200']","3,072",282.0,09.08.1999,08.09.1999,282.0,C227767191.,13.09.1999,Muriel Noble Ponce
590,"139,95",QJ9680713479,B30001770,90862060P,"['03330', '35560', '03330']","3,879",458.0,17.06.1995,17.07.1995,458.0,B30001770.,22.07.1995,GRACIA REDONDO ROBLE
591,"74,36",ON1275261462,A22004675,76251506C,"['23529', '23529', '23529', '36700']","2,751",200.0,27.05.2001,26.06.2001,200.0,A22004675,01.07.2001,Remo Villareal Zavaleta
592,"63,41",WW9630854822,A33473752,25947143S,"['33007', '32578', '33007']","5,149",104.0,03.10.2009,02.12.2009,104.0,A33473752.,07.12.2009,Serafín Martí Alanis
593,"67,01",AW4668154301,A62943600,63381059M,"['28020', '37892', '28020']","4,700",142.0,18.07.2020,17.08.2020,142.0,A62943600.,22.08.2020,MILTON ROJAS CASAS
594,"101,85",SG1271564156,[],34670181G,46312,"3,685",298.0,18.11.1994,18.12.1994,298.0,GB235763255(146),23.12.1994,PARMENIO SANTOS VELA
595,"193,49",G3409702107,[],28692767Z,"['45128', '15236']","4,230",736.0,26.02.2012,26.04.2012,736.0,813022070.,01.05.2012,Mardoqueo Manuel Macías
596,"40,08",Z5215810495,[],73974855R,24286,"2,706",46.0,14.12.2010,12.02.2011,46.0,GB927405129,17.02.2011,SELMA HERNÁNDEZ OLMO
597,"82,87",C5349090824,B22350466,47235662X,"['22300', '25736', '22300', '63484', '41080']","3,941",228.0,24.08.1991,23.09.1991,228.0,B22350466,28.09.1991,OROSIA TRUJILLO BAÑOS
598,"91,82",ZO5035814482,B66040312,47995429H,"['08210', '08210', '08289', '08289', '08289', '08210', '08210']","3,20",275.0,17.04.2005,17.05.2005,275.0,B66040312,22.05.2005,Primavera Navarro Izquierdo
599,"13,65",TN4009336458,A80028731,26008863A,"['32920', '32920', '32920', '28009']","3,651",0.0,05.02.2002,07.03.2002,0.0,A80028731,12.03.2002,Myrian Junco Peña
600,"75,26",T9015710861,B17657719,85549647C,"['17007', '46850', '17007']","5,221",189.0,07.06.1994,07.07.1994,189.0,B17657719.,12.07.1994,BORJA GÓNGORA LUGO
601,"152,99",S2420723434,F28155497,40935833L,"['28053', '31281', '28053', '79911', '41080']","3,542",368.0,10.02.1995,11.04.1995,368.0,F28155497,16.04.1995,KENDRA ULLOA ALFARO
602,"341,28",J7861221236,B27779818,30937328M,"['36206', '16431', '36206', '65713', '41080']","4,150",1060.0,25.09.2009,24.11.2009,1060.0,B27779818,29.11.2009,Rocco Ventura Villaseñor
603,"119,82",J9013729440,B83393066,97381799Y,"['28042', '08552', '28042']","4,306",324.0,31.08.2020,30.10.2020,324.0,B83393066.,04.11.2020,FUENSANTA VALDÉS TRAVIESO
604,"64,03",B4969547078,B87826269,73380544X,"['09193', '09193', '09193', '28007']","5,637",161.0,23.06.2010,23.07.2010,161.0,B87826269,28.07.2010,Tessa Peraza Sala
605,"33,66",DR5920275016,[],54824413A,49129,"3,418",171.0,17.03.2006,16.04.2006,171.0,PT500697256,21.04.2006,RENATO NORIEGA JUNCO
606,"37,43",U7819276770,A62422720,43522223J,"['08400', '08400', '50335', '50335', '50335', '08400', '08400']","4,57",0.0,22.07.1999,20.09.1999,0.0,A62422720,25.09.1999,BEGONIA NÚÑEZ ROSALES
607,"82,02",XX9882736553,B65932360,12098005M,"['08006', '08470', '08006']","4,869",193.0,29.05.2012,28.06.2012,193.0,B65932360.,03.07.2012,Iris Guardado Vidal
608,"102,56",Z1174591081,B17653213,48135884N,"['17800', '36490', '17800']","4,162",236.0,08.12.2016,06.02.2017,236.0,B17653213.,11.02.2017,Enriqueta Trujillo Llano
609,"121,90",P4016506776,B36350361,28634226P,"['36670', '36670', '06476', '06476', '06476', '36670', '36670']","3,02",372.0,11.12.1993,10.01.1994,372.0,B36350361,15.01.1994,Luisa Dávila Lández
610,"88,01",P9571106684,B73817033,14616341W,"['30150', '02214', '30150']","4,079",204.0,29.01.2013,28.02.2013,204.0,B73817033.,05.03.2013,ABRIL BARRIENTOS FRÍAS
611,"208,60",AS9163674721,B87996468,29726942V,"['50010', '50010', '36311', '36311', '36311', '50010', '50010']","4,99",792.0,26.12.2000,24.02.2001,792.0,B87996468,01.03.2001,Roquelina Zuleta Salgado
612,"32,86",Z4580493881,B22410286,82379802N,"['22440', '22440', '49310', '49310', '49310', '22440', '22440']","3,45",59.0,21.08.2006,20.09.2006,59.0,B22410286,25.09.2006,Honorio Sotelo Alzate
613,"185,69",IF7281302100,B15552060,96928331Y,"['15800', '13192', '15800']","3,334",584.0,04.10.2020,03.12.2020,584.0,B15552060.,08.12.2020,EFRAÍN PERALTA LAGUNAL
614,"55,49",P2935743035,B42504084,39512257M,"['16195', '16195', '16195', '03130']","4,032",165.0,20.10.1996,19.11.1996,165.0,B42504084,24.11.1996,Licomedes Álvarez Castellanos
615,"182,82",ST1818305417,B98825680,71437782N,"['03690', '03690', '03690', '46015']","4,328",496.0,22.11.2021,21.01.2022,496.0,B98825680,26.01.2022,Rosalía Rovira Perdomo
616,"413,26",WZ4349882956,B66552068,22900933V,"['08008', '46178', '08008']","1,167",1408.0,01.09.2003,31.10.2003,1408.0,B66552068.,05.11.2003,FRANCO VALDÉS PALOMINO
617,"315,62",TI7336536086,B65163818,54060933P,"['08007', '44213', '08007']","3,574",994.0,19.10.2007,18.12.2007,994.0,B65163818.,23.12.2007,Bibiana Acosta Quesada
618,"80,55",T5512406720,B24374647,20576477X,"['24380', '20212', '24380', '14298', '41080']","4,762",282.0,09.01.1997,08.02.1997,282.0,B24374647,13.02.1997,Persefone Cordero Iglesias
619,"28,25",R7302437816,A22004675,42842019B,"['36700', '33680', '36700', '59100', '41080']","3,302",58.0,04.10.2007,03.11.2007,58.0,A22004675,08.11.2007,Jesús María Ferrer Quijano
620,"91,75",BQ1064637343,A08015497,51188595W,"['08003', '46167', '08003']","4,137",283.0,24.06.1992,24.07.1992,283.0,A08015497.,29.07.1992,PABLO ARRIAGA OVIEDO
621,"14,37",WK9984524229,B25025164,85638069F,"['27325', '27325', '27325', '25282']","3,061",0.0,19.03.2000,18.04.2000,0.0,B25025164,23.04.2000,OLIMPIA LAMAS PERALTA
622,"103,87",B9871599063,B98670763,62189111D,"['28050', '03007', '28050']","4,655",344.0,15.08.1990,14.09.1990,344.0,B98670763.,19.09.1990,Gunter Savala Lamas
623,"100,72",XC1209274291,B64885064,18524551Y,"['41970', '41970', '41970', '08915']","3,985",238.0,10.09.2021,09.11.2021,238.0,B64885064,14.11.2021,Michelle Prieto Ivañez
624,"71,79",Y8344749392,B98618614,61557753R,"['46780', '21710', '46780', '21710', '21710', '36071', '46780', '46780']","3,86",272.0,22.01.1993,21.02.1993,272.0,B98618614,26.02.1993,TERENCIO NAVARRETE FERREIRA
625,"21,92",OO4493778337,B87489993,47655331K,"['02488', '02488', '02488', '28821']","5,756",0.0,24.10.1999,23.11.1999,0.0,B87489993,28.11.1999,Melitina Barrientos Montes
626,"89,26",L7230535102,F42212696,47839370Z,"['42004', '42004', '43595', '43595', '43595', '77093', '42004', '42004']","2,48",353.0,30.01.1993,01.03.1993,353.0,F42212696,06.03.1993,JAMILA ALFARO CORNEJO
627,"115,78",QN3526588368,A28142552,36121748H,"['28046', '24839', '28046']","4,115",310.0,08.06.2000,07.08.2000,310.0,A28142552.,12.08.2000,Indira Solís Alayón
628,"301,86",H3771359054,B66420407,50469842E,"['08130', '01171', '08130']","4,441",1040.0,15.12.2016,13.02.2017,1040.0,B66420407.,18.02.2017,ROBERTO SOTO MANZANAL
629,"93,29",AN8995493647,B66589904,64095862Z,"['08174', '40236', '08174']","6,386",340.0,06.04.2001,06.05.2001,340.0,B66589904.,11.05.2001,Clarisa Zamora Real
630,"37,09",N8036616210,B98683378,64644911F,"['46007', '46007', '49430', '49430', '49430', '73029', '46007', '46007']","4,19",71.0,09.01.2009,08.02.2009,71.0,B98683378,13.02.2009,Marino Frías Tames
631,"15,36",BD9564888626,[],39812497A,"['19461', '20673', '41080']","3,563",0.0,21.08.2004,20.09.2004,0.0,NORDJYSK,25.09.2004,Almendra Del Castillo Ulloa
632,"101,90",VQ6926761848,B01724673,61161525V,"['40423', '40423', '40423', '41940']","2,818",332.0,10.05.1993,09.07.1993,332.0,B01724673,14.07.1993,Dalila Loredo Salmón
633,"106,87",AW5458255282,B26558056,65050602R,"['26001', '25153', '26001']","1,421",540.0,26.12.1990,24.02.1991,540.0,B26558056.,01.03.1991,Adonis Sabín Vela
634,"57,93",YI9394003496,B22216733,79525429P,"['22660', '37191', '22660']","4,817",183.0,12.04.1993,12.05.1993,183.0,B22216733.,17.05.1993,JIMENO OSEDA MENDOZA
635,"23,25",GI7100797209,B55161400,43066196F,"['17244', '27347', '17244']","3,148",0.0,10.03.1990,09.05.1990,0.0,B55161400.,14.05.1990,NEPTUNO NOBLE ALCOCER
636,"237,75",CJ8249158506,B98846363,23205192D,"['10240', '10240', '10240', '46002']","3,384",1164.0,11.05.2006,10.07.2006,1164.0,B98846363,15.07.2006,Prisca Rojas Becerra
637,"108,28",SK5746648784,A95758371,91892867R,"['22255', '22255', '22255', '48009']","5,617",389.0,20.11.1991,20.12.1991,389.0,A95758371,25.12.1991,HELIENA VÍVEZ MONGE
638,"109,95",DR1468203387,B01813104,54914263S,"['28006', '09315', '28006']","4,942",290.0,02.10.2005,01.11.2005,290.0,B01813104.,06.11.2005,GERMANO AMADOR TEDESCO
639,"82,99",B9984920350,B88628581,61706200Y,"['28028', '01520', '28028']","5,670",206.0,14.07.2001,13.08.2001,206.0,B88628581.,18.08.2001,ANUNCIATA ALTAMIRANO HERNÁNDEZ
640,"26,68",ER3460850481,A95554630,86918629L,"['48009', '39805', '48009', '51172', '41080']","3,877",38.0,09.06.1999,09.07.1999,38.0,A95554630,14.07.1999,Lavinia Merazo Doblado
641,"34,25",S1921089178,B22373948,98836672Z,"['37200', '37200', '37200', '30035', '30069', '22004']","3,746",82.0,30.03.2008,29.04.2008,82.0,B22373948,04.05.2008,DANIEL ANAYA ELIZONDO
642,"108,25",QQ6264251240,F46004834,81463553Z,"['46230', '23192', '46230']","3,983",260.0,06.03.1993,05.05.1993,260.0,F46004834.,10.05.1993,ZORAIDA ECHEVERRÍA TRAVIESO
643,"155,27",H8018724876,B66589904,98695315S,"['06174', '06174', '06174', '08174']","6,433",478.0,03.12.1993,01.02.1994,478.0,B66589904,06.02.1994,GIULIANA GAITÁN URIETA
644,"99,47",T5333164804,B98846363,74378270L,"['34170', '34170', '34170', '46002']","4,738",416.0,19.06.2002,18.08.2002,416.0,B98846363,23.08.2002,PIEDAD RESTREPO GUERRERO
645,"20,91",K6781002052,F55091367,29900651F,"['17003', '36460', '17003']","4,618",0.0,15.03.2004,14.04.2004,0.0,F55091367.,19.04.2004,Antolina Cevallos Santos
646,"56,16",QY5253212844,B87382644,27456420D,"['28014', '37684', '28014', '37684', '37684', '28014', '28014']","4,26",190.0,07.08.2005,06.09.2005,190.0,B87382644,11.09.2005,LAURENTINO CABALLERO HERRERA
647,"40,15",ZO9354170443,[],25624440W,45160,"5,147",0.0,15.08.1994,14.10.1994,0.0,SI99666189,19.10.1994,ROSELINA MANUEL GÓMEZ
648,"55,43",P6003340720,F28201374,45285803E,"['28540', '17534', '28540']","4,692",190.0,04.06.2003,04.07.2003,190.0,F28201374.,09.07.2003,ENCARNA MENA SALVADO
649,"14,29",PH6213421069,B12595724,51951194J,"['12161', '12161', '49719', '49719', '49719', '12161', '12161']","3,15",8.0,05.08.1994,04.09.1994,8.0,B12595724,09.09.1994,PRECIOSA BAZÁN ROJAS
650,"77,96",SR3057100757,B98717457,35699295Y,"['25751', '25751', '25751', '46011']","5,461",205.0,16.10.2013,15.11.2013,205.0,B98717457,20.11.2013,Melquíades Olmo Palacio
651,"12,00",EX2225546152,B86418936,26683359R,"['47185', '47185', '47185', '28014']","2,631",6.0,24.07.1994,23.08.1994,6.0,B86418936,28.08.1994,MANDISA ZAMUDIO FONSECA
652,"19,71",P1908364424,B43986918,98194777A,"['43420', '49709', '43420']","4,512",0.0,19.10.1992,17.11.1992,0.0,B43986918.,22.11.1992,HIPODAMIA FRAGA BECERRA
653,"150,05",NA2095568616,B47770656,51586169K,"['47015', '47015', '29001', '29001', '29001', '47015', '47015']","2,45",668.0,20.08.1994,19.10.1994,668.0,B47770656,24.10.1994,FLORA PERDOMO LUCAS
654,"30,89",G3274232260,B71321707,76917579J,"['15881', '15881', '15881', '42050', '42000', '31417']","4,523",49.0,02.01.2002,01.02.2002,49.0,B71321707,06.02.2002,YANET MUNERA SOTELO
655,"18,68",ZB8917563399,B22216220,17311497H,"['22661', '08389', '22661']","4,061",0.0,13.07.1994,12.08.1994,0.0,B22216220.,17.08.1994,MILLÁN QUIJANO SALGADO
656,"162,60",X5663227926,B53485140,10644631R,"['50268', '50268', '50268', '03158']","4,580",450.0,26.12.2018,24.02.2019,450.0,B53485140,01.03.2019,Segismundo Sandino Lucas
657,"169,35",S2257548046,A79787420,64004050H,"['29230', '28050', '28050', '16150', '41080']","5,492",464.0,24.11.1992,23.01.1993,464.0,A79787420,28.01.1993,VALLIVANA BECERRIL RUBIO
658,"132,04",HX7494841990,B25428905,75096399L,"['25740', '31007', '25740']","3,281",328.0,11.06.1999,10.08.1999,328.0,B25428905.,15.08.1999,Jorge Villeda Solís
659,"212,81",QR1982240555,B85551273,26584444D,"['08011', '08011', '15530', '15530', '15530', '08011', '08011']","3,66",710.0,21.07.1996,19.09.1996,710.0,B85551273,24.09.1996,Mila Sandoval Ventura
660,"260,65",X9893109819,A19240621,88399458Q,"['28703', '26121', '28703']","5,271",816.0,08.10.1993,07.12.1993,816.0,A19240621.,12.12.1993,EMANUEL OZUNO MAURER
661,"88,86",Z2402974656,[],85320949B,19442,"4,287",251.0,02.05.2007,01.06.2007,251.0,GB245122493.,06.06.2007,MARGOT RUBÍN ORTIZ
662,"73,70",ZE6866439520,B91794941,55403313Q,"['41920', '06891', '41920', '06891', '06891', '41920', '41920']","3,88",195.0,30.05.1991,29.06.1991,195.0,B91794941,04.07.1991,EMILIO DOBLADO ORTIZ
663,"437,76",IZ8874914510,B12979605,74398149A,"['09442', '09442', '09442', '12161']","3,059",1268.0,02.09.2010,31.10.2010,1268.0,B12979605,05.11.2010,DAIANA TOBAR VARGAS
664,"137,43",WN7787420729,B17653213,51620456S,"['17800', '39490', '17800']","3,204",377.0,07.08.2016,06.09.2016,377.0,B17653213.,11.09.2016,Cleo Navarro Montes
665,"240,19",D7381379661,B27512417,78303982E,"['27297', '33116', '27297']","5,972",632.0,03.03.2017,02.05.2017,632.0,B27512417.,07.05.2017,Idoia Ramírez Duarte
666,"134,49",NE9730973502,B71321707,49108724K,"['31417', '31417', '42162', '42162', '42162', '42075', '31417', '31417']","2,01",464.0,15.02.2005,16.04.2005,464.0,B71321707,21.04.2005,Concepción Lagunal Cervantes
667,"197,87",C6230470020,A12783460,65217184V,"['12002', '12002', '37488', '37488', '37488', '12002', '12002']","4,76",534.0,08.06.2005,07.08.2005,534.0,A12783460,12.08.2005,DEMETRI VILLAS VELA
668,"41,99",K6293972755,F03013349,38785386A,"['03158', '43371', '03158']","5,664",51.0,07.01.2002,06.02.2002,51.0,F03013349.,11.02.2002,Sinforoso Calles Leyva
669,"121,92",UN8757126871,B54691589,64906951P,"['03330', '22700', '03330', '60301', '41080']","2,626",421.0,27.02.2009,29.03.2009,421.0,B54691589,03.04.2009,IVÁN PARRA CUEVAS
670,"129,86",F6177769685,B88002027,91450807R,"['18012', '18012', '18012', '28045']","3,301",453.0,01.04.1994,01.05.1994,453.0,B88002027,06.05.1994,MANOLETE CÉSPEDES AGUIRRE
671,"49,19",B5243970633,B16322042,55949348P,"['16320', '24379', '16320']","4,839",28.0,29.01.2020,30.03.2020,28.0,B16322042.,04.04.2020,FERRER VELA MANZANAL
672,"95,07",R7029625863,B98618614,59439611K,"['46780', '42240', '46780', '92239', '41080']","4,562",384.0,25.01.2002,24.02.2002,384.0,B98618614,01.03.2002,Concepción Salazar Gámez
673,"11,89",HZ2504915940,[],72326445R,"['70200', '27520', '70200']","2,551",0.0,07.10.2019,06.11.2019,0.0,C227767191.,11.11.2019,Estíbaliz Parra Galván
674,"190,82",JM3583612681,B67580092,84177259L,"['31160', '31160', '31160', '08911']","6,525",498.0,12.04.1998,11.06.1998,498.0,B67580092,16.06.1998,Emmanuel Ramírez Anaya
675,"150,61",G5813755230,B87828679,87545287L,"['03560', '03560', '03560', '28044']","4,445",478.0,21.12.1996,20.01.1997,478.0,B87828679,25.01.1997,Tetis Ruiz Larios
676,"299,80",NS3827737436,B64906431,97323357F,"['08014', '24880', '08014', '95632', '41080']","2,634",1328.0,17.11.2020,16.01.2021,1328.0,B64906431,21.01.2021,REA DANIEL LEMUS
677,"20,37",NB6964753288,B26558056,57764231F,"['26001', '26001', '34486', '34486', '34486', '26001', '26001']","3,01",34.0,20.05.2010,19.06.2010,34.0,B26558056,24.06.2010,FRANCISCA HURTADO TEDESCO
678,"189,35",K2228159124,B26500231,85114117H,"['26500', '46133', '26500']","4,828",522.0,26.11.1997,25.01.1998,522.0,B26500231.,30.01.1998,Blas Salgado Galán
679,"95,10",E7575375304,F03013356,56119503D,"['03410', '25798', '03410']","3,195",210.0,18.03.1995,17.05.1995,210.0,F03013356.,22.05.1995,Mohamed Baca Palomar
680,"85,54",XE5767987379,B98470727,18634476Z,"['46001', '46001', '37429', '37429', '37429', '46001', '46001']","4,82",313.0,15.03.1992,14.04.1992,313.0,B98470727,19.04.1992,ALTAGRACIA VILLEDA RANGEL
681,"126,09",CZ9050190623,B01945096,33485923Q,"['28830', '39611', '28830']","2,867",411.0,17.11.2014,17.12.2014,411.0,B01945096.,22.12.2014,MALVA PANIAGUA ROMÁN
682,"129,07",P2672567424,B01804400,14657135V,"['28045', '28045', '27786', '27786', '27786', '28045', '28045']","5,59",406.0,13.10.2014,12.12.2014,406.0,B01804400,17.12.2014,Eric Cuesta Salvado
683,"135,97",O7858308556,B88110341,36770470W,"['28029', '25572', '28029']","2,287",447.0,01.12.2014,31.12.2014,447.0,B88110341.,05.01.2015,Narcisa Hurtado Herrera
684,"144,31",Z5231002650,B39540760,16260925V,"['39011', '34259', '39011']","5,558",426.0,09.05.2016,08.07.2016,426.0,B39540760.,13.07.2016,KENDRA RAMÍREZ RAMÓN
685,"215,62",E1199260719,B86855962,51515740H,"['28221', '15106', '28221']","2,867",650.0,19.11.2004,18.01.2005,650.0,B86855962.,23.01.2005,ADULFO ALANIS UVEDA
686,"70,63",KN8694667118,B95960365,34097219H,"['48902', '42313', '48902']","3,871",124.0,25.07.2001,23.09.2001,124.0,B95960365.,28.09.2001,CATALINA LOMBARDO CUEVAS
687,"237,18",JP9627094914,B37547619,50104465T,"['37188', '37188', '19133', '19133', '19133', '37188', '37188']","4,49",692.0,14.04.1996,13.06.1996,692.0,B37547619,18.06.1996,Orfilia Collado Oseda
688,"64,58",PR8154995312,B73852972,96167316S,"['30850', '30850', '08758', '08758', '08758', '30850', '30850']","3,90",166.0,04.09.2013,04.10.2013,166.0,B73852972,09.10.2013,Talía Jurado Molleda
689,"276,16",TW6112519146,B87574463,99324716K,"['30749', '30749', '30749', '28039']","4,872",990.0,05.03.2017,04.05.2017,990.0,B87574463,09.05.2017,Juvencio Marroquí Alzate
690,"123,06",NC4724276917,B72313992,81573180T,"['13179', '13179', '13179', '11518']","5,017",482.0,30.03.1998,29.04.1998,482.0,B72313992,04.05.1998,Isaura Quevedo Alfaro
691,"236,40",V8635677137,B66101171,30147460A,"['08174', '18616', '08174', '45126', '41080']","4,705",584.0,24.01.2011,25.03.2011,584.0,B66101171,30.03.2011,Malva Urieta Ferrer
692,"281,82",KL5559385456,[],54037097T,40175,"3,87",894.0,13.07.2019,11.09.2019,894.0,CHE103258498,16.09.2019,Fermina Fonseca Céspedes
693,"140,64",S3768800331,B52031168,70167866H,"['52006', '49320', '52006']","3,826",413.0,13.05.1996,12.06.1996,413.0,B52031168.,17.06.1996,Sebastián Moscoa Cárdenas
694,"22,46",JN2591509046,A33473752,68077135X,"['33007', '42130', '33007']","4,584",0.0,02.11.1997,02.12.1997,0.0,A33473752.,07.12.1997,PANTALEÓN RIVAS ESPINO
695,"235,14",KM3092516187,B30929442,86496551Z,"['30868', '27796', '30868']","3,666",996.0,05.09.1997,04.11.1997,996.0,B30929442.,09.11.1997,Nicodemo Fábregas Verti
696,"70,12",H1523488401,B66024464,79090350C,"['08173', '47133', '08173', '41752', '41080']","3,221",206.0,03.05.1993,02.06.1993,206.0,B66024464,07.06.1993,Luciano Medrano Becerra
697,"141,68",C4322038031,B99554941,69511396Z,"['46722', '46722', '46722', '50018']","4,901",570.0,13.12.2006,11.02.2007,570.0,B99554941,16.02.2007,Tecla Espino Gutiérrez
698,"153,21",A3733742064,B57688731,11286245F,"['30876', '30876', '30876', '07013']","5,318",579.0,24.10.2004,23.11.2004,579.0,B57688731,28.11.2004,TRISTÁN PANTOJA TORRENTE
699,"148,48",BZ1852553861,F46024428,93997431L,"['46148', '24394', '46148']","4,147",434.0,23.04.2020,22.06.2020,434.0,F46024428.,27.06.2020,Maitane Álvarez Ferrer
700,"21,57",V7532917393,A51031920,22189507G,"['25553', '25553', '25553', '51001']","4,048",17.0,15.01.2018,14.02.2018,17.0,A51031920,19.02.2018,Cleo Gámez Marrero
701,"66,12",W8167135028,B64885064,50839669D,"['32520', '32520', '32520', '08915']","4,456",185.0,16.04.1994,16.05.1994,185.0,B64885064,21.05.1994,Friné Pedroza Machado
702,"104,79",S8929954736,[],61885028D,31411,"2,117",398.0,18.03.1992,17.05.1992,398.0,GB799162671.,22.05.1992,OLIMPIA VIVERO PALOMAR
703,"137,53",A5993503089,B06688568,60104940Y,"['06200', '43887', '06200']","4,435",485.0,20.07.2017,19.08.2017,485.0,B06688568.,24.08.2017,Valentín Mijares Escalante
704,"160,64",K9796192251,A85258549,13816671L,"['08911', '43372', '08911', '44735', '41080']","4,815",597.0,16.07.2008,15.08.2008,597.0,A85258549,20.08.2008,EDUINA JIMÉNEZ GUTIÉRREZ
705,"15,18",S6975241501,B22410708,37237311N,"['22660', '22660', '24330', '24330', '24330', '22660', '22660']","3,37",0.0,18.09.2019,18.10.2019,0.0,B22410708,23.10.2019,Horaci Usaga Espino
706,"41,25",T1683335108,A75128660,16344930A,"['19238', '19238', '19238', '20018']","3,601",93.0,23.10.2012,22.11.2012,93.0,A75128660,27.11.2012,Eloy Argüelles Benítez
707,"171,64",E8195266830,B88323175,91902965W,"['28016', '42320', '28016']","3,206",698.0,22.02.2009,23.04.2009,698.0,B88323175.,28.04.2009,AROA SALDAÑA VILLAS
708,"55,07",BG5274163829,F19300045,61734703N,"['19171', '19171', '38550', '38550', '38550', '19171', '19171']","4,81",109.0,09.11.2003,09.12.2003,109.0,F19300045,14.12.2003,Filomeno Mantilla Paniagua
709,"219,02",CS1577783344,A61293387,55146563S,"['26339', '26339', '26339', '08922']","4,673",677.0,21.08.1999,20.09.1999,677.0,A61293387,25.09.1999,Faustino Vivas Padilla
710,"99,96",RD9878441498,B63841597,25373021L,"['24310', '24310', '24310', '08242']","3,593",299.0,23.02.2009,25.03.2009,299.0,B63841597,30.03.2009,Imelda Varela Orozco
711,"137,34",ZP3941157287,B25813759,88104113Z,"['47317', '47317', '47317', '25171']","4,607",446.0,23.04.2010,23.05.2010,446.0,B25813759,28.05.2010,JORDANA FÁBREGAS GUARDIOLA
712,"94,09",BT2409199513,B98618614,56936797K,"['46780', '01213', '46780', '01213', '01213', '36053', '46780', '46780']","2,32",288.0,12.07.1997,10.09.1997,288.0,B98618614,15.09.1997,KIONA TRIGUERO SALA
713,"90,29",IN7569489051,[],75204805A,"['08034', '02486', '08034']","4,166",307.0,01.07.2010,31.07.2010,307.0,N0060091F.,05.08.2010,Astrid Pacheco Navarro
714,"57,38",O2954573244,B67605584,75794204G,"['08810', '08810', '08416', '08416', '08416', '08810', '08810']","3,53",175.0,01.05.2006,31.05.2006,175.0,B67605584,05.06.2006,HERCULANO ROBLES BAZÁN
715,"66,96",U2620948137,B98373269,13646608H,"['46004', '37762', '46004']","2,595",250.0,08.11.2000,08.12.2000,250.0,B98373269.,13.12.2000,Luna Cadenas Sagel
716,"312,59",L6679252934,B85778041,11484966P,"['48930', '29410', '48930']","5,530",1226.0,13.06.2007,12.08.2007,1226.0,B85778041.,17.08.2007,Fuensanta Bonilla Campos
