num,importe_total,numero_factura,cif,dni,cp,potencia_contratada,consumo,initial_date,final_date
923,144.14,Z9852792509,A33543547,56941131P,"['33007', '33007', '28694', '28694', '28694', '33007', '33007']","3,40",352,19.11.2017,18.01.2018
924,86.48,X3865986712,[],42029483L,"['15369', '15369', '15369', '28805']","5,396",235,09.05.2006,08.06.2006
925,131.71,H2852740153,[],36360030C,"['40312', '40312', '40312', '08008']","3,332",440,26.01.2010,27.03.2010
926,32.58,IC9088289555,B98202237,16380700P,"['46980', '09390', '46980']","3,910",0,28.04.2013,27.06.2013
927,98.0,CI1767131581,B95948451,39030954T,"['48800', '17253', '48800']","3,500",291,02.10.2021,01.11.2021
928,21.95,Q4651507503,B54882626,82771472S,"['03738', '04887', '03738']","2,357",40,18.07.1999,17.08.1999
929,170.66,BX3138525752,B37572617,24069185F,"['37900', '25214', '37900', '37900']","5,550",542,26.12.2014,25.01.2015
930,96.3,I2032789233,B01654359,75712413R,"['28006', '08812', '28006']","5,340",266,21.12.2016,20.01.2017
931,111.28,PS5658497419,[],40634665J,"['47194', '47194', '47194', '25006']","3,312",343,03.02.1994,05.03.1994
932,269.1,OI3938775500,[],32264297N,"['09341', '09341', '09341', '23400']","4,772",674,03.08.2006,02.10.2006
933,25.33,FR3476279181,A95554630,54783661F,"['48009', '33576', '48009', '73799', '41080']","2,789",0,30.03.1995,29.05.1995
934,71.87,QC8136934975,[],16064559W,"['42173', '42173', '42173', '33203']","3,748",250,02.01.2005,01.02.2005
935,118.75,SF3276345765,B57688731,60651007F,"['07013', '07013', '20008', '20008', '20008', '07013', '07013']","4,39",292,28.04.1996,27.06.1996
936,63.29,P3017004484,[],41575192R,"['45910', '45910', '45910', '46800']","3,814",184,01.08.1998,31.08.1998
937,70.55,O5271392707,[],32977179D,28032,"2,846",299,25.05.2012,24.06.2012
938,199.79,H6635103876,B11000783,45771014W,"['11140', '03570', '11140']","6,531",520,24.07.1996,23.08.1996
939,257.49,US6793471045,B93267300,99236434J,"['28001', '34447', '28001', '48305', '41080']","4,932",762,03.10.1997,02.12.1997
940,70.11,G7432091051,B01620160,15858617W,"['08911', '22192', '08911']","4,230",166,28.07.2002,27.08.2002
941,244.64,E6350639232,B24291833,47017306Q,"['24380', '03317', '24380', '03317', '03317', '24380', '24380']","3,52",730,22.02.2020,22.04.2020
942,94.31,C9004049468,B22216733,80878944L,"['22660', '04569', '22660']","4,827",264,20.08.2008,19.10.2008
943,118.14,J4411842418,[],15533764R,"['04858', '04858', '04858', '11009']","5,815",425,19.05.1997,18.06.1997
944,109.57,NT4882992879,B83393066,35429010V,"['28042', '05217', '28042']","4,341",292,28.03.2014,27.05.2014
945,141.37,M1823651154,[],69123215G,"['14650', '14650', '14650', '28010']","3,356",378,06.01.2017,07.03.2017
946,35.45,T2881206757,B25583147,68126741M,"['25595', '41702', '25595', '78190', '41080']","3,755",74,28.10.2008,27.11.2008
947,57.25,Y2495180194,[],44864376R,"['34486', '34486', '34486', '28033']","5,945",155,17.05.1994,16.06.1994
948,286.42,LG6918885773,A25445131,79745255T,"['25210', '36514', '25210', '10356', '41080']","3,386",936,17.10.2017,16.12.2017
949,109.69,W1618758858,B73778516,69377483F,"['30100', '33935', '30100']","3,223",376,26.07.2010,24.09.2010
950,188.56,V3634836145,[],32268133F,"['35637', '35637', '35637', '28691']","2,829",736,24.05.2017,23.07.2017
951,86.62,N9170216827,A85258549,70247752W,"['08911', '27592', '08911']","4,120",234,17.06.2007,17.07.2007
952,162.13,SE5646614817,A02022366,50651527F,"['02005', '02005', '10002', '10002', '10002', '02005', '02005']","3,24",500,30.12.2009,28.02.2010
953,142.21,G8889188323,A61713301,15511194V,"['28028', '28028', '36863', '36863', '36863', '28028', '28028']","4,32",476,13.10.2003,12.12.2003
954,84.26,I2661683593,A62943600,17454043X,"['28020', '31422', '28020']","3,027",216,03.02.2008,04.03.2008
955,121.58,XT3291448023,[],96660798D,"['49719', '49719', '49719', '27790']","3,190",410,20.07.1992,18.09.1992
956,59.89,VB8735570023,B25267220,70607883E,"['25691', '47317', '25691']","4,071",221,29.12.2003,28.01.2004
957,129.64,OV1726632677,A82683434,76973607J,"['28003', '19196', '28003']","4,364",413,16.12.2000,15.01.2001
958,206.51,UC8278364853,B90031063,44829088H,"['41004', '41004', '26141', '26141', '26141', '41004', '41004']","4,87",798,24.05.2008,23.07.2008
959,342.92,HF3080639744,B85253888,11980163S,"['28046', '45216', '28046']","4,338",1132,19.04.2009,18.06.2009
960,126.86,PJ7605183944,B25672692,49911390X,"['25693', '45521', '25693']","3,455",203,26.04.1994,26.05.1994
961,70.4,A2595737593,B57903825,87724368E,"['07003', '27340', '07003', '11870', '41080']","5,451",219,10.03.2016,09.04.2016
962,40.61,J9998412389,[],88257423Y,"['69316', '09514']","4,894",78,15.09.2015,15.10.2015
963,169.62,LI3386209005,B87177408,98345808Q,"['28823', '43370', '28823']","4,855",498,13.06.2003,12.08.2003
964,122.18,MD3808736919,[],66567276D,23720,"5,04",224,19.09.2011,18.11.2011
965,7.52,JF7384444773,B38920500,49022311L,"['38002', '40550', '38002']","1,770",0,28.08.2009,27.09.2009
966,34.34,SO4089250079,[],86440784E,"['38739', '38739', '38739', '12001']","4,314",0,09.02.2001,10.04.2001
967,37.29,G9015120862,B25829904,47450538C,"['25002', '25002', '38683', '38683', '38683', '25002', '25002']","4,03",0,21.05.1995,20.07.1995
968,53.32,PR1533264270,[],39707577D,"['47238', '47238', '47238', '46006']","5,280",46,06.09.2005,05.11.2005
969,60.64,B9957225824,[],20604437W,42138,"5,891",78,03.09.2007,02.11.2007
970,456.2,M9740149249,[],46105102S,15891,"3,757",1340,05.02.2004,05.04.2004
971,21.96,J9749879037,A93576502,12911841D,"['29002', '09594', '29002']","5,003",0,20.06.2006,20.07.2006
972,316.59,Y9589273951,B76654771,35436805S,"['38110', '42138', '38110']","2,507",1118,17.03.1997,16.05.1997
973,127.43,J6575599463,B17650995,23008191A,"['17500', '37891', '17500', '37891', '37891', '17500', '17500']","3,82",377,15.03.2012,14.04.2012
974,13.87,V8093763472,[],39662772P,"['08460', '08460', '08460', '38002']","3,544",0,12.08.2017,11.09.2017
975,270.81,Y7956686649,B66101171,94307194H,"['08174', '05211', '08174', '49589', '41080']","4,038",724,10.10.2002,09.12.2002
976,100.45,JQ9403700790,B53482774,57881825W,"['03340', '32329', '03340']","2,917",532,21.02.1995,23.03.1995
977,47.04,V2684486944,[],98667136B,"['18750', '18750', '18750', '30009']","4,526",120,15.08.1993,14.09.1993
978,186.48,ZX2424261837,A19240621,19882982B,"['28703', '28703', '28609', '28609', '28609', '28703', '28703']","4,10",564,20.03.2018,19.05.2018
979,72.51,AM7934059447,B87095543,71511850C,"['28023', '28023', '24760', '24760', '24760', '28023', '28023']","5,19",242,14.01.2010,13.02.2010
980,84.77,C5129757938,B87095543,92987479C,"['28023', '09227', '28023', '32073', '41080']","4,228",266,02.05.2012,01.06.2012
981,49.97,GJ4072166790,A95554630,56615989V,"['48009', '19273', '48009', '75489', '41080']","2,086",100,24.01.2008,24.03.2008
982,375.49,AH1375750197,B90053232,50043305C,"['41300', '46550', '41300', '20040', '41080']","5,413",1194,27.08.2017,26.10.2017
983,247.91,Z2804917687,[],65080903B,"['01208', '01208', '01208', '37188']","4,723",956,13.08.2001,12.10.2001
984,26.23,MU6100443279,B32487548,10469191M,"['32990', '08517', '32990']","4,539",32,04.05.1997,03.06.1997
985,209.29,PG8243683678,B75035592,39911901R,"['20018', '33590', '20018', '70618', '41080']","2,771",578,02.02.2020,03.03.2020
986,197.66,Q5145026333,[],39440254S,"['04859', '04859', '04859', '41920']","5,129",728,12.05.2021,11.07.2021
987,103.42,LG6539976672,[],62555131F,32787,"3,531",341,27.01.2010,26.02.2010
988,37.56,I4777052730,B95783924,75097842J,"['48910', '31794', '48910']","4,016",20,19.10.2007,18.12.2007
989,347.49,K5032336559,B25823006,30402100X,"['25550', '16350', '25550']","5,415",1384,12.05.2011,11.07.2011
990,110.25,EA7441055283,B98729486,34199367T,"['46800', '46800', '19277', '19277', '19277', '46800', '46800']","2,49",298,19.03.2004,18.05.2004
991,252.09,R6785775480,B85634350,78171584N,"['28660', '10480', '28660']","4,213",754,18.09.2019,17.11.2019
992,60.82,P6860674781,B90472028,81135385X,"['41001', '41001', '32450', '32450', '32450', '41001', '41001']","3,79",184,27.08.1994,26.09.1994
993,104.42,A5915681207,B54985353,56719070N,"['03330', '03330', '27744', '27744', '27744', '03330', '03330']","3,85",336,11.10.1999,10.12.1999
994,109.52,U8552262546,B37547619,26727330L,"['37188', '37188', '25737', '25737', '25737', '37188', '37188']","3,49",354,28.11.1995,28.12.1995
995,62.52,H6965059338,F03013356,20980142W,"['03410', '03410', '22440', '22440', '22440', '03410', '03410']","4,80",162,25.12.1993,24.01.1994
996,119.2,U2093855017,B95960365,26934250P,"['48902', '25162', '48902']","4,406",447,13.06.2011,13.07.2011
997,29.3,IR1574483752,B47732334,19020297X,"['47012', '50368', '47012', '76845', '41080']","2,472",89,17.05.1994,16.06.1994
998,70.79,IC6233558160,B40563520,32031898M,"['46023', '46023', '02514', '02514', '02514', '46023', '46023']","3,84",236,23.06.2008,23.07.2008
999,114.12,BD9767921453,B38920500,32433787S,"['38002', '29016', '38002']","3,813",342,06.02.1997,08.03.1997
